注文ID,注文日,顧客ID,顧客タイプ,商品カテゴリ,商品名,単価,数量,売上金額,都道府県,支払方法
K002602,2024-01-24,C0089,個人,オフィス家具,オフィスチェア,5866,1,5866,神奈川,クレジットカード
K004336,2024-01-24,C0035,法人,文具,修正テープ,647,3,1941,大阪,請求書払い
K004892,2024-01-24,C0068,個人,生活用品,トイレットペーパー（12ロール）,1934,4,7736,埼玉,クレジットカード
K004722,2024-01-24,C0201,個人,文具,クリアファイル（20枚）,334,33,11022,愛知,代金引換
K004746,2024-01-24,C0207,個人,文具,ボールペン（10本）,953,4,3812,東京,代金引換
K002906,2024-01-24,C0189,法人,文具,修正テープ,692,8,5536,東京,請求書払い
K000819,2024-01-24,C0068,個人,文具,ボールペン（10本）,706,4,2824,東京,クレジットカード
K003165,2024-01-24,C0262,法人,生活用品,トイレットペーパー（12ロール）,4128,13,53664,東京,請求書払い
K002449,2024-01-25,C0183,法人,文具,クリアファイル（20枚）,1094,3,3282,埼玉,請求書払い
K000459,2024-01-25,C0096,法人,生活用品,ウェットティッシュ,820,14,11480,東京,請求書払い
K001999,2024-01-25,C0122,法人,生活用品,紙コップ（100個）,1038,4,4152,北海道,銀行振込
K001414,2024-01-25,C0044,法人,食品飲料,ドリップコーヒー（50杯）,377,13,4901,愛知,クレジットカード
K003234,2024-01-25,C0040,個人,OA用品,USBメモリ32GB,2438,1,2438,愛知,クレジットカード
K004010,2024-01-25,C0019,個人,生活用品,ゴミ袋（90L・50枚）,1152,5,5760,埼玉,クレジットカード
K002733,2024-01-25,C0160,法人,生活用品,ウェットティッシュ,1328,2,2656,愛知,クレジットカード
K000425,2024-01-25,C0204,法人,OA用品,USBメモリ32GB,1890,3,5670,神奈川,クレジットカード
K004237,2024-01-25,C0100,個人,食品飲料,スティックスープ,288,9,2592,埼玉,請求書払い
K001717,2024-01-25,C0046,個人,オフィス家具,デスクトップワゴン,10682,1,10682,東京,クレジットカード
K002678,2024-01-25,C0282,個人,オフィス家具,デスクトップワゴン,7560,1,7560,大阪,クレジットカード
K003563,2024-01-25,C0078,法人,OA用品,コピー用紙（A4・500枚）,4652,1,4652,東京,銀行振込
K000007,2024-01-25,C0155,個人,OA用品,トナーカートリッジ,5298,1,5298,愛知,クレジットカード
K001715,2024-01-25,C0113,法人,生活用品,ゴミ袋（90L・50枚）,2080,14,29120,大阪,クレジットカード
K004210,2024-01-25,C0052,法人,食品飲料,スティックスープ,947,2,1894,大阪,請求書払い
K004284,2024-01-25,C0259,個人,オフィス家具,デスクトップワゴン,14217,1,14217,福岡,代金引換
K000529,2024-01-25,C0138,法人,文具,ノート（A4・5冊）,970,3,2910,神奈川,請求書払い
K003025,2024-01-25,C0196,法人,生活用品,ウェットティッシュ,1032,4,4128,東京,請求書払い
K001101,2024-01-25,C0120,個人,食品飲料,個包装菓子アソート,449,4,1796,愛知,請求書払い
K001941,2024-01-25,C0116,個人,生活用品,ハンドソープ詰替,1350,5,6750,東京,クレジットカード
K000617,2024-01-26,C0114,法人,OA用品,USBメモリ32GB,2480,16,39680,東京,請求書払い
K004793,2024-01-26,C0224,法人,食品飲料,ミネラルウォーター（24本）,188,4,752,大阪,クレジットカード
K004456,2024-01-26,C0150,個人,OA用品,LANケーブル（5m）,4088,1,4088,東京,代金引換
K001320,2024-01-26,C0191,個人,OA用品,コピー用紙（A4・500枚）,1792,4,7168,大阪,クレジットカード
K002332,2024-01-26,C0046,個人,OA用品,USBメモリ32GB,2372,11,26092,東京,クレジットカード
K004268,2024-01-26,C0105,個人,オフィス家具,オフィスチェア,4494,1,4494,東京,クレジットカード
K001712,2024-01-26,C0054,法人,文具,ボールペン（10本）,563,10,5630,福岡,請求書払い
K001521,2024-01-26,C0298,個人,生活用品,トイレットペーパー（12ロール）,1424,1,1424,神奈川,代金引換
K001622,2024-01-26,C0201,個人,文具,クリアファイル（20枚）,754,4,3016,東京,クレジットカード
K004086,2024-01-26,C0082,法人,生活用品,トイレットペーパー（12ロール）,838,4,3352,北海道,請求書払い
K004361,2024-01-26,C0156,法人,文具,ボールペン（10本）,988,6,5928,埼玉,銀行振込
K003727,2024-01-27,C0171,個人,オフィス家具,オフィスチェア,8540,3,25620,東京,クレジットカード
K002012,2024-01-27,C0168,法人,OA用品,LANケーブル（5m）,8985,1,8985,北海道,請求書払い
K004252,2024-01-27,C0045,個人,OA用品,LANケーブル（5m）,978,3,2934,大阪,代金引換
K004381,2024-01-27,C0236,法人,文具,クリアファイル（20枚）,558,15,8370,埼玉,請求書払い
K002061,2024-01-27,C0111,個人,オフィス家具,書庫（スチール）,23198,2,46396,神奈川,クレジットカード
K003540,2024-01-27,C0041,個人,文具,ボールペン（10本）,264,3,792,神奈川,代金引換
K002760,2024-01-27,C0094,個人,OA用品,トナーカートリッジ,2595,3,7785,東京,クレジットカード
K004612,2024-01-27,C0095,法人,文具,付箋セット,426,20,8520,大阪,銀行振込
K003123,2024-01-27,C0197,個人,文具,ノート（A4・5冊）,2280,3,6840,埼玉,代金引換
K001726,2024-01-27,C0158,法人,文具,ボールペン（10本）,1204,8,9632,埼玉,銀行振込
K003510,2024-01-27,C0055,法人,OA用品,コピー用紙（A4・500枚）,1410,1,1410,福岡,請求書払い
K002610,2024-01-27,C0165,個人,OA用品,LANケーブル（5m）,1772,4,7088,大阪,代金引換
K002511,2024-01-27,C0101,個人,OA用品,LANケーブル（5m）,1795,5,8975,東京,クレジットカード
K000705,2024-01-28,C0189,法人,文具,修正テープ,623,15,9345,北海道,クレジットカード
K002247,2024-01-28,C0136,法人,生活用品,トイレットペーパー（12ロール）,1199,5,5995,北海道,請求書払い
K000084,2024-01-28,C0044,法人,OA用品,電卓,1222,9,10998,大阪,請求書払い
K002358,2024-01-29,C0271,個人,OA用品,トナーカートリッジ,1588,6,9528,福岡,請求書払い
K002550,2024-01-29,C0225,法人,OA用品,LANケーブル（5m）,1552,3,4656,東京,クレジットカード
K002009,2024-01-29,C0129,個人,文具,付箋セット,733,4,2932,東京,クレジットカード
K000860,2024-01-29,C0068,個人,オフィス家具,パーテーション,14329,1,14329,埼玉,クレジットカード
K001039,2024-01-29,C0133,法人,食品飲料,ドリップコーヒー（50杯）,428,4,1712,埼玉,請求書払い
K000723,2024-01-29,C0149,法人,OA用品,電卓,920,4,3680,愛知,銀行振込
K001930,2024-01-29,C0266,個人,OA用品,LANケーブル（5m）,2635,4,10540,東京,クレジットカード
K002727,2024-01-29,C0268,法人,文具,付箋セット,211,15,3165,東京,銀行振込
K001259,2024-01-29,C0289,法人,OA用品,コピー用紙（A4・500枚）,4805,3,14415,愛知,請求書払い
K003158,2024-01-29,C0007,法人,文具,クリアファイル（20枚）,656,6,3936,神奈川,銀行振込
K002082,2024-01-29,C0014,法人,生活用品,ウェットティッシュ,1114,7,7798,愛知,請求書払い
K000033,2024-01-29,C0294,法人,文具,修正テープ,564,15,8460,東京,銀行振込
K003296,2024-01-29,C0250,個人,食品飲料,スティックスープ,692,25,17300,東京,請求書払い
K003322,2024-01-29,C0003,個人,文具,ボールペン（10本）,1062,3,3186,東京,代金引換
K003689,2024-01-29,C0039,個人,文具,付箋セット,1183,6,7098,大阪,クレジットカード
K003039,2024-01-30,,法人,文具,付箋セット,731,27,19737,東京,クレジットカード
K004781,2024-01-30,C0178,法人,OA用品,コピー用紙（A4・500枚）,2098,10,20980,愛知,クレジットカード
K000370,2024-01-30,C0219,個人,食品飲料,緑茶ペット（24本）,670,11,7370,福岡,クレジットカード
K003266,2024-01-30,C0076,個人,食品飲料,ミネラルウォーター（24本）,342,7,2394,埼玉,クレジットカード
K000851,2024-01-30,C0083,個人,文具,付箋セット,201,4,804,東京,クレジットカード
K004995,2024-01-30,C0196,法人,文具,クリアファイル（20枚）,337,34,11458,埼玉,請求書払い
K001188,2024-01-30,C0020,個人,文具,付箋セット,244,6,1464,埼玉,クレジットカード
K003850,2024-01-30,C0059,法人,OA用品,USBメモリ32GB,3870,3,11610,大阪,請求書払い
K001789,2024-01-30,C0075,法人,OA用品,コピー用紙（A4・500枚）,3495,6,20970,東京,請求書払い
K001696,2024-01-30,,個人,文具,付箋セット,592,9,5328,神奈川,クレジットカード
K001998,2024-01-30,C0253,法人,OA用品,USBメモリ32GB,4430,5,22150,東京,請求書払い
K003140,2024-01-30,C0215,法人,文具,付箋セット,646,22,14212,愛知,銀行振込
K004113,2024-01-30,C0018,個人,OA用品,USBメモリ32GB,2082,1,2082,福岡,クレジットカード
K003792,2024-01-30,C0165,個人,文具,修正テープ,786,9,7074,東京,クレジットカード
K004863,2024-01-30,C0002,法人,オフィス家具,オフィスチェア,2695,1,2695,神奈川,銀行振込
K003401,2024-01-30,C0288,個人,OA用品,コピー用紙（A4・500枚）,6405,3,19215,北海道,クレジットカード
K003308,2024-01-30,C0281,法人,OA用品,電卓,2948,1,2948,神奈川,クレジットカード
K003512,2024-01-30,C0029,法人,生活用品,ゴミ袋（90L・50枚）,629,4,2516,愛知,銀行振込
K002885,2024-01-30,C0181,個人,文具,クリアファイル（20枚）,1763,4,7052,愛知,クレジットカード
K003019,2024-01-30,C0238,法人,食品飲料,個包装菓子アソート,563,4,2252,東京,請求書払い
K002047,2024-01-30,C0077,法人,食品飲料,個包装菓子アソート,920,18,16560,東京,請求書払い
K001191,2024-01-30,C0148,個人,文具,クリアファイル（20枚）,1329,4,5316,東京,クレジットカード
K004732,2024-01-30,C0096,法人,OA用品,トナーカートリッジ,3608,24,86592,福岡,請求書払い
K003291,2024-01-30,C0029,法人,食品飲料,ミネラルウォーター（24本）,568,27,15336,神奈川,クレジットカード
K001607,2024-01-30,C0292,法人,文具,ノート（A4・5冊）,410,3,1230,東京,請求書払い
K001798,2024-01-31,C0124,法人,生活用品,トイレットペーパー（12ロール）,1270,2,2540,東京,請求書払い
K002280,2024-01-31,C0106,個人,食品飲料,ミネラルウォーター（24本）,611,4,2444,東京,代金引換
K000375,2024-01-31,C0238,法人,文具,クリアファイル（20枚）,1174,30,35220,東京,請求書払い
K004802,2024-01-31,C0026,法人,OA用品,トナーカートリッジ,1925,1,1925,大阪,請求書払い
K001799,2024-01-31,C0019,個人,文具,付箋セット,775,8,6200,埼玉,請求書払い
K004382,2024-01-31,C0200,法人,OA用品,USBメモリ32GB,2335,5,11675,福岡,請求書払い
K002402,2024-01-31,C0109,個人,食品飲料,緑茶ペット（24本）,747,5,3735,東京,クレジットカード
K000355,2024-01-31,C0166,法人,OA用品,コピー用紙（A4・500枚）,3635,1,3635,福岡,請求書払い
K003519,2024-01-31,C0259,個人,OA用品,USBメモリ32GB,1790,3,5370,愛知,請求書払い
K002884,2024-01-31,C0051,法人,オフィス家具,書庫（スチール）,3612,4,14448,神奈川,請求書払い
K003175,2024-01-31,C0110,法人,生活用品,ウェットティッシュ,1055,1,1055,東京,銀行振込
K002342,2024-01-31,C0088,法人,文具,ノート（A4・5冊）,692,3,2076,福岡,銀行振込
K002172,2024-01-31,C0299,法人,オフィス家具,オフィスチェア,12047,6,72282,埼玉,請求書払い
K002587,2024-01-31,C0082,法人,文具,修正テープ,389,6,2334,神奈川,請求書払い
K001605,2024-01-31,C0232,法人,文具,クリアファイル（20枚）,944,8,7552,大阪,銀行振込
K003870,2024-01-31,C0137,個人,OA用品,USBメモリ32GB,2800,6,16800,埼玉,代金引換
K000477,2024-02-01,,個人,オフィス家具,書庫（スチール）,11032,1,11032,福岡,クレジットカード
K000069,2024-02-01,C0292,法人,OA用品,USBメモリ32GB,1605,16,25680,東京,銀行振込
K001266,2024-02-01,C0219,個人,オフィス家具,パーテーション,5460,1,5460,東京,クレジットカード
K001494,2024-02-01,C0222,個人,OA用品,USBメモリ32GB,2140,1,2140,大阪,代金引換
K002564,2024-02-01,C0125,法人,文具,ボールペン（10本）,1288,10,12880,東京,銀行振込
K004435,2024-02-01,C0015,個人,OA用品,LANケーブル（5m）,1985,4,7940,東京,クレジットカード
K002555,2024-02-01,C0078,法人,文具,付箋セット,622,15,9330,埼玉,請求書払い
K000078,2024-02-01,C0216,法人,食品飲料,スティックスープ,426,47,20022,愛知,クレジットカード
K000437,2024-02-01,C0017,法人,OA用品,電卓,2625,12,31500,神奈川,請求書払い
K001392,2024-02-01,C0067,個人,生活用品,紙コップ（100個）,782,2,1564,東京,クレジットカード
K002797,2024-02-01,C0117,法人,文具,付箋セット,1000,2,2000,大阪,銀行振込
K004702,2024-02-01,C0201,個人,OA用品,電卓,3665,5,18325,東京,クレジットカード
K001339,2024-02-01,C0165,個人,生活用品,ゴミ袋（90L・50枚）,2104,9,18936,愛知,代金引換
K003298,2024-02-01,C0202,個人,文具,クリアファイル（20枚）,640,21,13440,埼玉,クレジットカード
K003059,2024-02-02,C0097,個人,生活用品,トイレットペーパー（12ロール）,708,5,3540,東京,クレジットカード
K001136,2024-02-02,C0152,法人,OA用品,LANケーブル（5m）,6055,5,30275,福岡,クレジットカード
K002771,2024-02-02,C0094,個人,文具,ボールペン（10本）,2446,3,7338,神奈川,クレジットカード
K003286,2024-02-02,C0017,法人,OA用品,トナーカートリッジ,3860,1,3860,愛知,請求書払い
K004411,2024-02-02,C0012,法人,文具,クリアファイル（20枚）,1267,2,2534,埼玉,請求書払い
K000110,2024-02-02,C0282,個人,オフィス家具,デスクトップワゴン,11102,2,22204,東京,クレジットカード
K002559,2024-02-02,C0244,法人,食品飲料,ドリップコーヒー（50杯）,242,14,3388,東京,請求書払い
K004398,2024-02-02,C0250,個人,OA用品,LANケーブル（5m）,2232,1,2232,埼玉,クレジットカード
K003058,2024-02-02,C0059,法人,文具,修正テープ,761,6,4566,東京,クレジットカード
K001035,2024-02-02,C0135,個人,生活用品,ゴミ袋（90L・50枚）,1316,30,39480,東京,クレジットカード
K000587,2024-02-02,C0116,個人,文具,クリアファイル（20枚）,798,6,4788,神奈川,請求書払い
K002547,2024-02-02,C0262,法人,文具,付箋セット,835,3,2505,東京,請求書払い
K002740,2024-02-02,C0061,法人,文具,ボールペン（10本）,341,27,9207,北海道,銀行振込
K003856,2024-02-02,C0074,個人,文具,ノート（A4・5冊）,377,6,2262,福岡,クレジットカード
K001940,2024-02-02,C0109,個人,OA用品,USBメモリ32GB,2068,6,12408,愛知,クレジットカード
K000984,2024-02-02,C0286,法人,生活用品,ハンドソープ詰替,4238,21,88998,北海道,請求書払い
K003356,2024-02-02,C0025,法人,オフィス家具,会議用テーブル,27307,1,27307,埼玉,請求書払い
K001290,2024-02-03,C0297,法人,OA用品,電卓,2300,1,2300,北海道,クレジットカード
K000498,2024-02-03,C0108,個人,食品飲料,個包装菓子アソート,1852,16,29632,愛知,クレジットカード
K000312,2024-02-03,C0246,法人,食品飲料,ミネラルウォーター（24本）,430,7,3010,東京,請求書払い
K002933,2024-02-03,C0044,法人,生活用品,トイレットペーパー（12ロール）,1735,2,3470,福岡,クレジットカード
K004807,2024-02-03,C0242,個人,生活用品,ゴミ袋（90L・50枚）,1123,4,4492,東京,請求書払い
